id,name,aliases,family,data_shape,shape_label,origin_code,origin,universality,depth_tier,areas,subject_tags,tools,sibling_count,siblings
P118,Seasonal decomposition plot,STL plot,F06 Time series & temporal,S08,Time series,D,Data-driven,domain-signature,standard,SH;EE,econometrics;climate,stats::stl; statsmodels seasonal_decompose,69,Line chart;Multi-series line chart;Area chart;Stacked area chart;Step chart;Gantt chart;Timeline;Control chart;Recurrence plot;Bump chart;Stream graph;Sparkline;Horizon chart;Cycle plot;Run chart;Moving average overlay chart;Lexis diagram;Marey chart;Fan chart;Epidemic curve;Compartmental model trajectory plot;Age-period-cohort plot;Life table survival plot;Pseudotime trajectory plot;RNA velocity 
P119,Autocorrelation plot,ACF/PACF correlogram,F06 Time series & temporal,S12,Pairwise matrix,D,Data-driven,universal,deep,XM;SH;EE,statistics;econometrics,stats::acf; statsmodels plot_acf; forecast::ggAcf,15,Heatmap (categorical matrix);Correlogram;Calendar heatmap;Confusion matrix heatmap;Clustered expression heatmap;Spiral plot;Oncoprint;Mass cytometry (CyTOF) heatmap;Antibiogram heatmap;Brain connectivity matrix;Cohort retention heatmap;Bertin reorderable matrix;Sample-sample distance heatmap;Single-cell dot plot;RFM segmentation heatmap
P120,Lag plot,,F06 Time series & temporal,S08,Time series,D,Data-driven,niche,stub,XM,statistics,stats::lag.plot; pandas lag_plot,69,Line chart;Multi-series line chart;Area chart;Stacked area chart;Step chart;Gantt chart;Timeline;Control chart;Recurrence plot;Bump chart;Stream graph;Sparkline;Horizon chart;Cycle plot;Seasonal decomposition plot;Run chart;Moving average overlay chart;Lexis diagram;Marey chart;Fan chart;Epidemic curve;Compartmental model trajectory plot;Age-period-cohort plot;Life table survival plot;Pseudotime t
P121,Control chart,Shewhart chart; XmR; CUSUM; EWMA,F06 Time series & temporal,S08,Time series,D,Data-driven,cross-domain,standard,PE;HM;SH,quality-control;health-econ,qcc; SPC; qicharts2,69,Line chart;Multi-series line chart;Area chart;Stacked area chart;Step chart;Gantt chart;Timeline;Recurrence plot;Bump chart;Stream graph;Sparkline;Horizon chart;Cycle plot;Seasonal decomposition plot;Run chart;Moving average overlay chart;Lexis diagram;Marey chart;Fan chart;Epidemic curve;Compartmental model trajectory plot;Age-period-cohort plot;Life table survival plot;Pseudotime trajectory plot
P122,Run chart,,F06 Time series & temporal,S08,Time series,D,Data-driven,domain-signature,standard,HM;PE,quality-control,qicharts2,69,Line chart;Multi-series line chart;Area chart;Stacked area chart;Step chart;Gantt chart;Timeline;Control chart;Recurrence plot;Bump chart;Stream graph;Sparkline;Horizon chart;Cycle plot;Seasonal decomposition plot;Moving average overlay chart;Lexis diagram;Marey chart;Fan chart;Epidemic curve;Compartmental model trajectory plot;Age-period-cohort plot;Life table survival plot;Pseudotime trajectory 
P123,Gantt chart,,F06 Time series & temporal,S08,Time series,D,Data-driven,universal,deep,SH,operations;business-management,ganttrify; plotly.timeline; DiagrammeR::mermaid,69,Line chart;Multi-series line chart;Area chart;Stacked area chart;Step chart;Timeline;Control chart;Recurrence plot;Bump chart;Stream graph;Sparkline;Horizon chart;Cycle plot;Seasonal decomposition plot;Run chart;Moving average overlay chart;Lexis diagram;Marey chart;Fan chart;Epidemic curve;Compartmental model trajectory plot;Age-period-cohort plot;Life table survival plot;Pseudotime trajectory pl
P124,Timeline,,F06 Time series & temporal,S08,Time series,D,Data-driven,universal,deep,SH,history;digital-humanities,vistime; timevis,69,Line chart;Multi-series line chart;Area chart;Stacked area chart;Step chart;Gantt chart;Control chart;Recurrence plot;Bump chart;Stream graph;Sparkline;Horizon chart;Cycle plot;Seasonal decomposition plot;Run chart;Moving average overlay chart;Lexis diagram;Marey chart;Fan chart;Epidemic curve;Compartmental model trajectory plot;Age-period-cohort plot;Life table survival plot;Pseudotime trajectory
P125,Spiral plot,spiral heatmap,F06 Time series & temporal,S12,Pairwise matrix,D,Data-driven,domain-signature,standard,EE;HM,climate;epidemiology,spiralize; d3,15,Heatmap (categorical matrix);Correlogram;Calendar heatmap;Autocorrelation plot;Confusion matrix heatmap;Clustered expression heatmap;Oncoprint;Mass cytometry (CyTOF) heatmap;Antibiogram heatmap;Brain connectivity matrix;Cohort retention heatmap;Bertin reorderable matrix;Sample-sample distance heatmap;Single-cell dot plot;RFM segmentation heatmap
P126,Jump plot,,F06 Time series & temporal,S08,Time series,D,Data-driven,niche,stub,SH,data-science,d3,69,Line chart;Multi-series line chart;Area chart;Stacked area chart;Step chart;Gantt chart;Timeline;Control chart;Recurrence plot;Bump chart;Stream graph;Sparkline;Horizon chart;Cycle plot;Seasonal decomposition plot;Run chart;Moving average overlay chart;Lexis diagram;Marey chart;Fan chart;Epidemic curve;Compartmental model trajectory plot;Age-period-cohort plot;Life table survival plot;Pseudotime t
P127,Candlestick chart,Japanese candlestick,F06 Time series & temporal,S08,Time series,D,Data-driven,niche,stub,SH,finance,quantmod; mplfinance; plotly,69,Line chart;Multi-series line chart;Area chart;Stacked area chart;Step chart;Gantt chart;Timeline;Control chart;Recurrence plot;Bump chart;Stream graph;Sparkline;Horizon chart;Cycle plot;Seasonal decomposition plot;Run chart;Moving average overlay chart;Lexis diagram;Marey chart;Fan chart;Epidemic curve;Compartmental model trajectory plot;Age-period-cohort plot;Life table survival plot;Pseudotime t
P128,OHLC bar chart,open-high-low-close chart,F06 Time series & temporal,S08,Time series,D,Data-driven,niche,stub,SH,finance,quantmod; mplfinance,69,Line chart;Multi-series line chart;Area chart;Stacked area chart;Step chart;Gantt chart;Timeline;Control chart;Recurrence plot;Bump chart;Stream graph;Sparkline;Horizon chart;Cycle plot;Seasonal decomposition plot;Run chart;Moving average overlay chart;Lexis diagram;Marey chart;Fan chart;Epidemic curve;Compartmental model trajectory plot;Age-period-cohort plot;Life table survival plot;Pseudotime t
P129,Kagi chart,,F06 Time series & temporal,S08,Time series,D,Data-driven,niche,stub,SH,finance,plotly,69,Line chart;Multi-series line chart;Area chart;Stacked area chart;Step chart;Gantt chart;Timeline;Control chart;Recurrence plot;Bump chart;Stream graph;Sparkline;Horizon chart;Cycle plot;Seasonal decomposition plot;Run chart;Moving average overlay chart;Lexis diagram;Marey chart;Fan chart;Epidemic curve;Compartmental model trajectory plot;Age-period-cohort plot;Life table survival plot;Pseudotime t
P130,Renko chart,,F06 Time series & temporal,S08,Time series,D,Data-driven,niche,stub,SH,finance,mplfinance,69,Line chart;Multi-series line chart;Area chart;Stacked area chart;Step chart;Gantt chart;Timeline;Control chart;Recurrence plot;Bump chart;Stream graph;Sparkline;Horizon chart;Cycle plot;Seasonal decomposition plot;Run chart;Moving average overlay chart;Lexis diagram;Marey chart;Fan chart;Epidemic curve;Compartmental model trajectory plot;Age-period-cohort plot;Life table survival plot;Pseudotime t
P131,Point-and-figure chart,,F06 Time series & temporal,S08,Time series,D,Data-driven,niche,stub,SH,finance,TTR::pointFigure,69,Line chart;Multi-series line chart;Area chart;Stacked area chart;Step chart;Gantt chart;Timeline;Control chart;Recurrence plot;Bump chart;Stream graph;Sparkline;Horizon chart;Cycle plot;Seasonal decomposition plot;Run chart;Moving average overlay chart;Lexis diagram;Marey chart;Fan chart;Epidemic curve;Compartmental model trajectory plot;Age-period-cohort plot;Life table survival plot;Pseudotime t
P132,Moving average overlay chart,,F06 Time series & temporal,S08,Time series,D,Data-driven,domain-signature,standard,SH;EE,finance;climate,TTR; zoo::rollmean,69,Line chart;Multi-series line chart;Area chart;Stacked area chart;Step chart;Gantt chart;Timeline;Control chart;Recurrence plot;Bump chart;Stream graph;Sparkline;Horizon chart;Cycle plot;Seasonal decomposition plot;Run chart;Lexis diagram;Marey chart;Fan chart;Epidemic curve;Compartmental model trajectory plot;Age-period-cohort plot;Life table survival plot;Pseudotime trajectory plot;RNA velocity s
P133,Recurrence plot,,F06 Time series & temporal,S08,Time series,D,Data-driven,cross-domain,deep,XM;PE;HM,simulation;physics-general,nonlinearTseries; pyunicorn,69,Line chart;Multi-series line chart;Area chart;Stacked area chart;Step chart;Gantt chart;Timeline;Control chart;Bump chart;Stream graph;Sparkline;Horizon chart;Cycle plot;Seasonal decomposition plot;Run chart;Moving average overlay chart;Lexis diagram;Marey chart;Fan chart;Epidemic curve;Compartmental model trajectory plot;Age-period-cohort plot;Life table survival plot;Pseudotime trajectory plot;R
P134,Hovmoller diagram,time-latitude/longitude section,F06 Time series & temporal,S25,Surface over a two-dimensional domain,D,Data-driven,domain-signature,deep,EE,climate;atmospheric;oceanography,metR; xarray; NCL,12,Hexbin plot;2-D density plot;Contour plot;3-D surface plot;Wireframe plot;Vector field plot;Streamline plot;Exposure-lag-response surface;2-D NMR contour plot;Fence diagram
P135,Lexis diagram,,F06 Time series & temporal,S08,Time series,D,Data-driven,domain-signature,standard,SH;HM,demography;epidemiology,LexisPlotR; Epi::Lexis,69,Line chart;Multi-series line chart;Area chart;Stacked area chart;Step chart;Gantt chart;Timeline;Control chart;Recurrence plot;Bump chart;Stream graph;Sparkline;Horizon chart;Cycle plot;Seasonal decomposition plot;Run chart;Moving average overlay chart;Marey chart;Fan chart;Epidemic curve;Compartmental model trajectory plot;Age-period-cohort plot;Life table survival plot;Pseudotime trajectory plot
P136,Marey chart,train schedule chart,F06 Time series & temporal,S08,Time series,D,Data-driven,domain-signature,standard,SH,operations;human-geography,d3,69,Line chart;Multi-series line chart;Area chart;Stacked area chart;Step chart;Gantt chart;Timeline;Control chart;Recurrence plot;Bump chart;Stream graph;Sparkline;Horizon chart;Cycle plot;Seasonal decomposition plot;Run chart;Moving average overlay chart;Lexis diagram;Fan chart;Epidemic curve;Compartmental model trajectory plot;Age-period-cohort plot;Life table survival plot;Pseudotime trajectory pl
P137,Fan chart,forecast fan chart,F06 Time series & temporal,S08,Time series,D,Data-driven,domain-signature,standard,SH;EE,economics;climate,fanplot; forecast::autoplot,69,Line chart;Multi-series line chart;Area chart;Stacked area chart;Step chart;Gantt chart;Timeline;Control chart;Recurrence plot;Bump chart;Stream graph;Sparkline;Horizon chart;Cycle plot;Seasonal decomposition plot;Run chart;Moving average overlay chart;Lexis diagram;Marey chart;Epidemic curve;Compartmental model trajectory plot;Age-period-cohort plot;Life table survival plot;Pseudotime trajectory 
P138,Waterfall plot (stacked traces),3-D spectral waterfall,F06 Time series & temporal,S19,Spectrum (intensity vs ordered index),H,"Hybrid (instrument output, software-rendered)",domain-signature,standard,PE,chem-analytical;optics-photonics,matplotlib; Origin,39,Power spectral density plot;Wavelet scalogram;Spectral index map;Optical absorption spectrum;Fluorescence emission/excitation spectrum;Excitation-emission matrix contour;Infrared / FTIR spectrum;Raman spectrum;Circular dichroism spectrum;1-D NMR spectrum;Mass spectrum;MS/MS annotated fragment spectrum;Mirror plot (spectral match);Total ion chromatogram;Extracted ion chromatogram;HPLC / GC chromato
P139,Braided graph,,F06 Time series & temporal,S08,Time series,D,Data-driven,niche,stub,SH,data-science,d3,69,Line chart;Multi-series line chart;Area chart;Stacked area chart;Step chart;Gantt chart;Timeline;Control chart;Recurrence plot;Bump chart;Stream graph;Sparkline;Horizon chart;Cycle plot;Seasonal decomposition plot;Run chart;Moving average overlay chart;Lexis diagram;Marey chart;Fan chart;Epidemic curve;Compartmental model trajectory plot;Age-period-cohort plot;Life table survival plot;Pseudotime t
P140,Node-link network diagram,graph diagram; sociogram,F07 Networks & hierarchies,S13,Nodes and edges,D,Data-driven,universal,deep,XM;SH;LS,network-science;sociology,igraph; ggraph; networkx; Gephi; Cytoscape,24,Chord diagram;Force-directed graph;Arc diagram;Adjacency matrix plot;Hive plot;Bipartite network plot;Transmission tree;Pathway diagram;Gene regulatory network plot;Protein-protein interaction network;Haplotype network;Psychometric network plot;Emissions / scenario pathway plot;Connectogram;Blockmodel image matrix;Sociogram;Migration flow chord / circular plot;Correlation network (assets);Non-ribb
P141,Force-directed graph,,F07 Networks & hierarchies,S13,Nodes and edges,D,Data-driven,cross-domain,standard,XM;LS;SH,network-science,d3-force; networkD3; Gephi,24,Node-link network diagram;Chord diagram;Arc diagram;Adjacency matrix plot;Hive plot;Bipartite network plot;Transmission tree;Pathway diagram;Gene regulatory network plot;Protein-protein interaction network;Haplotype network;Psychometric network plot;Emissions / scenario pathway plot;Connectogram;Blockmodel image matrix;Sociogram;Migration flow chord / circular plot;Correlation network (assets);Non
P142,Adjacency matrix plot,,F07 Networks & hierarchies,S13,Nodes and edges,D,Data-driven,domain-signature,standard,XM;LS,network-science,ggraph; seaborn.heatmap,24,Node-link network diagram;Chord diagram;Force-directed graph;Arc diagram;Hive plot;Bipartite network plot;Transmission tree;Pathway diagram;Gene regulatory network plot;Protein-protein interaction network;Haplotype network;Psychometric network plot;Emissions / scenario pathway plot;Connectogram;Blockmodel image matrix;Sociogram;Migration flow chord / circular plot;Correlation network (assets);Non-
P143,Arc diagram,,F07 Networks & hierarchies,S13,Nodes and edges,D,Data-driven,cross-domain,standard,XM;SH;LS,network-science;genomics,ggraph::geom_edge_arc; arcdiagram,24,Node-link network diagram;Chord diagram;Force-directed graph;Adjacency matrix plot;Hive plot;Bipartite network plot;Transmission tree;Pathway diagram;Gene regulatory network plot;Protein-protein interaction network;Haplotype network;Psychometric network plot;Emissions / scenario pathway plot;Connectogram;Blockmodel image matrix;Sociogram;Migration flow chord / circular plot;Correlation network (as
P144,Chord diagram,circular relationship diagram,F07 Networks & hierarchies,S13,Nodes and edges,D,Data-driven,universal,deep,LS;SH;EE,genomics;demography,circlize::chordDiagram; d3-chord,24,Node-link network diagram;Force-directed graph;Arc diagram;Adjacency matrix plot;Hive plot;Bipartite network plot;Transmission tree;Pathway diagram;Gene regulatory network plot;Protein-protein interaction network;Haplotype network;Psychometric network plot;Emissions / scenario pathway plot;Connectogram;Blockmodel image matrix;Sociogram;Migration flow chord / circular plot;Correlation network (asse
P145,Non-ribbon chord diagram,,F07 Networks & hierarchies,S13,Nodes and edges,D,Data-driven,niche,stub,XM,network-science,d3,24,Node-link network diagram;Chord diagram;Force-directed graph;Arc diagram;Adjacency matrix plot;Hive plot;Bipartite network plot;Transmission tree;Pathway diagram;Gene regulatory network plot;Protein-protein interaction network;Haplotype network;Psychometric network plot;Emissions / scenario pathway plot;Connectogram;Blockmodel image matrix;Sociogram;Migration flow chord / circular plot;Correlation
P146,Hive plot,,F07 Networks & hierarchies,S13,Nodes and edges,D,Data-driven,domain-signature,standard,LS;XM,systems-biology;network-science,HiveR; jhive,24,Node-link network diagram;Chord diagram;Force-directed graph;Arc diagram;Adjacency matrix plot;Bipartite network plot;Transmission tree;Pathway diagram;Gene regulatory network plot;Protein-protein interaction network;Haplotype network;Psychometric network plot;Emissions / scenario pathway plot;Connectogram;Blockmodel image matrix;Sociogram;Migration flow chord / circular plot;Correlation network (
P147,Sankey diagram,,F07 Networks & hierarchies,S15,Flows between states,D,Data-driven,universal,deep,EE;SH;HM,energy;clinical-trials,networkD3; ggalluvial; plotly; SankeyMATIC,9,Alluvial diagram;Parallel sets;PRISMA flow diagram;Care cascade plot;Land use change Sankey;Funnel chart;Cumulative flow diagram;CONSORT flow diagram;Three-fields Sankey (bibliometrix)
P148,Alluvial diagram,,F07 Networks & hierarchies,S15,Flows between states,D,Data-driven,universal,deep,HM;SH;LS,epidemiology;single-cell,ggalluvial; easyalluvial,9,Sankey diagram;Parallel sets;PRISMA flow diagram;Care cascade plot;Land use change Sankey;Funnel chart;Cumulative flow diagram;CONSORT flow diagram;Three-fields Sankey (bibliometrix)
P149,Parallel sets,categorical parallel coordinates,F07 Networks & hierarchies,S15,Flows between states,D,Data-driven,domain-signature,standard,SH;XM,sociology;data-science,ggforce::geom_parallel_sets; d3,9,Sankey diagram;Alluvial diagram;PRISMA flow diagram;Care cascade plot;Land use change Sankey;Funnel chart;Cumulative flow diagram;CONSORT flow diagram;Three-fields Sankey (bibliometrix)
P150,Flow map,,F07 Networks & hierarchies,S16,Values attached to geography,D,Data-driven,domain-signature,standard,SH;EE,human-geography;demography,flowmapblue; ggplot2+sf,62,Choropleth map;Proportional symbol map;LISA cluster map;Small-multiple map series;Metabolic flux map;Enrichment map;Bivariate choropleth;Cartogram;Dot density map;Isopleth map;Kernel density surface map;Hexbin map;Connection map;Origin-destination flow map;Isochrone map;Voronoi / Thiessen polygon map;Moran scatterplot;Semivariogram;Kriging interpolation surface;Spatial scan cluster map;Standardise
P151,Dendrogram,hierarchical clustering tree,F07 Networks & hierarchies,S14,Hierarchy,D,Data-driven,universal,deep,LS;XM;SH,transcriptomics;statistics,stats::hclust; ggdendro; dendextend; scipy.cluster,14,Treemap;Decision tree diagram;Sunburst diagram;Circle packing;Icicle plot;Phylogenetic tree;Time-scaled phylogeny;Tree diagram;Pedigree chart;Krona chart;Gating strategy figure;LEfSe cladogram;Organisational chart;Retrosynthesis tree
P152,Tanglegram,,F07 Networks & hierarchies,S04,Paired or repeated measurements on the same units,D,Data-driven,domain-signature,standard,LS,evolution;microbiology,dendextend::tanglegram; ape::cophyloplot,4,Span chart;Dumbbell plot;Slope graph;Connected scatter plot
P153,Phylogenetic tree,cladogram; phylogram; unrooted tree,F07 Networks & hierarchies,S14,Hierarchy,D,Data-driven,domain-signature,standard,LS,evolution;microbiology;genomics,ggtree; ape; ETE3; iTOL; FigTree,14,Treemap;Dendrogram;Decision tree diagram;Sunburst diagram;Circle packing;Icicle plot;Time-scaled phylogeny;Tree diagram;Pedigree chart;Krona chart;Gating strategy figure;LEfSe cladogram;Organisational chart;Retrosynthesis tree
P154,Time-scaled phylogeny,phylodynamic tree; BEAST tree,F07 Networks & hierarchies,S14,Hierarchy,D,Data-driven,domain-signature,standard,LS;HM,evolution;infectious-disease,ggtree; BEAST/TreeAnnotator; treeio,14,Treemap;Dendrogram;Decision tree diagram;Sunburst diagram;Circle packing;Icicle plot;Phylogenetic tree;Tree diagram;Pedigree chart;Krona chart;Gating strategy figure;LEfSe cladogram;Organisational chart;Retrosynthesis tree
P155,Tree diagram,hierarchy tree,F07 Networks & hierarchies,S14,Hierarchy,D,Data-driven,domain-signature,standard,XM;SH,computer-science,ggraph; DiagrammeR,14,Treemap;Dendrogram;Decision tree diagram;Sunburst diagram;Circle packing;Icicle plot;Phylogenetic tree;Time-scaled phylogeny;Pedigree chart;Krona chart;Gating strategy figure;LEfSe cladogram;Organisational chart;Retrosynthesis tree
P156,Decision tree diagram,,F07 Networks & hierarchies,S14,Hierarchy,D,Data-driven,universal,deep,XM;HM,machine-learning,rpart.plot; sklearn.tree.plot_tree; DiagrammeR,14,Treemap;Dendrogram;Sunburst diagram;Circle packing;Icicle plot;Phylogenetic tree;Time-scaled phylogeny;Tree diagram;Pedigree chart;Krona chart;Gating strategy figure;LEfSe cladogram;Organisational chart;Retrosynthesis tree
P157,Circos plot,circular genome plot,F07 Networks & hierarchies,S23,Values along genomic coordinate,D,Data-driven,domain-signature,standard,LS,genomics;cancer-biology,circlize; Circos; pyCircos,22,Ideogram / karyotype plot;Manhattan plot;Miami plot;LocusZoom plot;Metagene profile plot;Copy number profile plot;Fish plot;Synteny dot plot;Multiple sequence alignment plot;Admixture / STRUCTURE bar plot;Karyotype / chromosome painting plot;Circular Manhattan plot;Linkage disequilibrium heatmap;Sashimi plot;Genome browser track plot;Read coverage / pileup plot;Peak-centred heatmap;Peak annotation
P158,Ideogram / karyotype plot,,F07 Networks & hierarchies,S23,Values along genomic coordinate,D,Data-driven,domain-signature,standard,LS;HM,genomics;genetics-clinical,karyoploteR; RIdeogram; chromoMap,22,Circos plot;Manhattan plot;Miami plot;LocusZoom plot;Metagene profile plot;Copy number profile plot;Fish plot;Synteny dot plot;Multiple sequence alignment plot;Admixture / STRUCTURE bar plot;Karyotype / chromosome painting plot;Circular Manhattan plot;Linkage disequilibrium heatmap;Sashimi plot;Genome browser track plot;Read coverage / pileup plot;Peak-centred heatmap;Peak annotation pie / bar plo
P159,Bipartite network plot,,F07 Networks & hierarchies,S13,Nodes and edges,D,Data-driven,domain-signature,standard,LS;SH,ecology;network-science,bipartite; bipartiteD3; networkx,24,Node-link network diagram;Chord diagram;Force-directed graph;Arc diagram;Adjacency matrix plot;Hive plot;Transmission tree;Pathway diagram;Gene regulatory network plot;Protein-protein interaction network;Haplotype network;Psychometric network plot;Emissions / scenario pathway plot;Connectogram;Blockmodel image matrix;Sociogram;Migration flow chord / circular plot;Correlation network (assets);Non-r
P160,Directed acyclic graph,DAG; causal diagram,F07 Networks & hierarchies,S27,Schematic (no data),C,Conceptual / schematic,domain-signature,standard,HM;SH,epidemiology;econometrics,dagitty; ggdag; DiagrammeR,25,Flow chart;Molecular orbital diagram;Jablonski diagram;Feynman diagram;Energy level diagram;Ishikawa diagram;Experimental design schematic;Mechanism / signalling pathway cartoon;Anatomical / physiological diagram;Causal loop diagram;Logic model / theory of change;Conceptual framework diagram;Engineering drawing / CAD orthographic view;Free-body diagram;Bathtub curve;Ray diagram;Geological cross-se
P161,Transmission tree,outbreak transmission network,F07 Networks & hierarchies,S13,Nodes and edges,D,Data-driven,domain-signature,standard,HM;LS,infectious-disease;epidemiology,outbreaker2; epicontacts; TransPhylo,24,Node-link network diagram;Chord diagram;Force-directed graph;Arc diagram;Adjacency matrix plot;Hive plot;Bipartite network plot;Pathway diagram;Gene regulatory network plot;Protein-protein interaction network;Haplotype network;Psychometric network plot;Emissions / scenario pathway plot;Connectogram;Blockmodel image matrix;Sociogram;Migration flow chord / circular plot;Correlation network (assets);
P162,Contact network,contact tracing graph,F07 Networks & hierarchies,S13,Nodes and edges,D,Data-driven,niche,stub,HM,epidemiology,epicontacts; igraph,24,Node-link network diagram;Chord diagram;Force-directed graph;Arc diagram;Adjacency matrix plot;Hive plot;Bipartite network plot;Transmission tree;Pathway diagram;Gene regulatory network plot;Protein-protein interaction network;Haplotype network;Psychometric network plot;Emissions / scenario pathway plot;Connectogram;Blockmodel image matrix;Sociogram;Migration flow chord / circular plot;Correlation
P163,Metabolic flux map,,F07 Networks & hierarchies,S16,Values attached to geography,D,Data-driven,domain-signature,standard,LS,systems-biology;metabolomics,Escher; COBRApy,62,Choropleth map;Proportional symbol map;LISA cluster map;Small-multiple map series;Flow map;Enrichment map;Bivariate choropleth;Cartogram;Dot density map;Isopleth map;Kernel density surface map;Hexbin map;Connection map;Origin-destination flow map;Isochrone map;Voronoi / Thiessen polygon map;Moran scatterplot;Semivariogram;Kriging interpolation surface;Spatial scan cluster map;Standardised mortalit
P164,Pathway diagram,KEGG map; Reactome diagram; SBGN map,F07 Networks & hierarchies,S13,Nodes and edges,H,"Hybrid (instrument output, software-rendered)",domain-signature,standard,LS;HM,systems-biology;bioinformatics,pathview; ggkegg; CellDesigner; Cytoscape,24,Node-link network diagram;Chord diagram;Force-directed graph;Arc diagram;Adjacency matrix plot;Hive plot;Bipartite network plot;Transmission tree;Gene regulatory network plot;Protein-protein interaction network;Haplotype network;Psychometric network plot;Emissions / scenario pathway plot;Connectogram;Blockmodel image matrix;Sociogram;Migration flow chord / circular plot;Correlation network (assets
P165,Gene regulatory network plot,,F07 Networks & hierarchies,S13,Nodes and edges,D,Data-driven,domain-signature,standard,LS,systems-biology;transcriptomics,igraph; Cytoscape; SCENIC,24,Node-link network diagram;Chord diagram;Force-directed graph;Arc diagram;Adjacency matrix plot;Hive plot;Bipartite network plot;Transmission tree;Pathway diagram;Protein-protein interaction network;Haplotype network;Psychometric network plot;Emissions / scenario pathway plot;Connectogram;Blockmodel image matrix;Sociogram;Migration flow chord / circular plot;Correlation network (assets);Non-ribbon 
P166,Protein-protein interaction network,,F07 Networks & hierarchies,S13,Nodes and edges,D,Data-driven,domain-signature,standard,LS,proteomics;systems-biology,STRING; Cytoscape; igraph,24,Node-link network diagram;Chord diagram;Force-directed graph;Arc diagram;Adjacency matrix plot;Hive plot;Bipartite network plot;Transmission tree;Pathway diagram;Gene regulatory network plot;Haplotype network;Psychometric network plot;Emissions / scenario pathway plot;Connectogram;Blockmodel image matrix;Sociogram;Migration flow chord / circular plot;Correlation network (assets);Non-ribbon chord d
P167,Enrichment map,EMAP; functional network,F07 Networks & hierarchies,S16,Values attached to geography,D,Data-driven,domain-signature,standard,LS,bioinformatics;transcriptomics,enrichplot::emapplot; Cytoscape EnrichmentMap,62,Choropleth map;Proportional symbol map;LISA cluster map;Small-multiple map series;Flow map;Metabolic flux map;Bivariate choropleth;Cartogram;Dot density map;Isopleth map;Kernel density surface map;Hexbin map;Connection map;Origin-destination flow map;Isochrone map;Voronoi / Thiessen polygon map;Moran scatterplot;Semivariogram;Kriging interpolation surface;Spatial scan cluster map;Standardised mort
P168,Gene-concept network,cnetplot,F07 Networks & hierarchies,S13,Nodes and edges,D,Data-driven,niche,stub,LS,bioinformatics,enrichplot::cnetplot,24,Node-link network diagram;Chord diagram;Force-directed graph;Arc diagram;Adjacency matrix plot;Hive plot;Bipartite network plot;Transmission tree;Pathway diagram;Gene regulatory network plot;Protein-protein interaction network;Haplotype network;Psychometric network plot;Emissions / scenario pathway plot;Connectogram;Blockmodel image matrix;Sociogram;Migration flow chord / circular plot;Correlation
P169,Choropleth map,,F08 Maps & spatial,S16,Values attached to geography,D,Data-driven,universal,deep,SH;EE;HM,human-geography;public-health,sf+ggplot2; tmap; geopandas; leaflet,62,Proportional symbol map;LISA cluster map;Small-multiple map series;Flow map;Metabolic flux map;Enrichment map;Bivariate choropleth;Cartogram;Dot density map;Isopleth map;Kernel density surface map;Hexbin map;Connection map;Origin-destination flow map;Isochrone map;Voronoi / Thiessen polygon map;Moran scatterplot;Semivariogram;Kriging interpolation surface;Spatial scan cluster map;Standardised mort
P170,Bivariate choropleth,,F08 Maps & spatial,S16,Values attached to geography,D,Data-driven,domain-signature,standard,SH;EE,human-geography;environmental-sci,biscale; bivariatechoropleths,62,Choropleth map;Proportional symbol map;LISA cluster map;Small-multiple map series;Flow map;Metabolic flux map;Enrichment map;Cartogram;Dot density map;Isopleth map;Kernel density surface map;Hexbin map;Connection map;Origin-destination flow map;Isochrone map;Voronoi / Thiessen polygon map;Moran scatterplot;Semivariogram;Kriging interpolation surface;Spatial scan cluster map;Standardised mortality/
P171,Cartogram,contiguous / non-contiguous / Dorling cartogram,F08 Maps & spatial,S16,Values attached to geography,D,Data-driven,domain-signature,standard,SH;HM,political-science;public-health,cartogram; cartogramR; ScapeToad,62,Choropleth map;Proportional symbol map;LISA cluster map;Small-multiple map series;Flow map;Metabolic flux map;Enrichment map;Bivariate choropleth;Dot density map;Isopleth map;Kernel density surface map;Hexbin map;Connection map;Origin-destination flow map;Isochrone map;Voronoi / Thiessen polygon map;Moran scatterplot;Semivariogram;Kriging interpolation surface;Spatial scan cluster map;Standardised
P172,Dot density map,,F08 Maps & spatial,S16,Values attached to geography,D,Data-driven,domain-signature,standard,SH;HM,demography;epidemiology,sf; tmap,62,Choropleth map;Proportional symbol map;LISA cluster map;Small-multiple map series;Flow map;Metabolic flux map;Enrichment map;Bivariate choropleth;Cartogram;Isopleth map;Kernel density surface map;Hexbin map;Connection map;Origin-destination flow map;Isochrone map;Voronoi / Thiessen polygon map;Moran scatterplot;Semivariogram;Kriging interpolation surface;Spatial scan cluster map;Standardised morta
P173,Proportional symbol map,bubble map; graduated symbol map,F08 Maps & spatial,S16,Values attached to geography,D,Data-driven,cross-domain,standard,SH;EE;HM,human-geography;natural-hazards,tmap; ggplot2+sf; leaflet,62,Choropleth map;LISA cluster map;Small-multiple map series;Flow map;Metabolic flux map;Enrichment map;Bivariate choropleth;Cartogram;Dot density map;Isopleth map;Kernel density surface map;Hexbin map;Connection map;Origin-destination flow map;Isochrone map;Voronoi / Thiessen polygon map;Moran scatterplot;Semivariogram;Kriging interpolation surface;Spatial scan cluster map;Standardised mortality/inc
